,BCUT2D_CHGHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi1,Chi1v,Chi2v,Chi3v,EState_VSA3,EState_VSA6,EState_VSA7,ExactMolWt,FractionCSP3,HeavyAtomMolWt,Kappa2,LabuteASA,MaxPartialCharge,MolWt,NOCount,NumAromaticRings,NumHeteroatoms,NumSaturatedCarbocycles,PEOE_VSA1,PEOE_VSA12,PEOE_VSA13,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA5,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA4,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState7,VSA_EState9,ProtocolName,fr_Ar_OH,fr_NH0,fr_aniline,fr_benzene,fr_halogen,fr_ketone,fr_nitro,fr_nitro_arom,fr_phenol,fr_phenol_noOrthoHbond,fr_unbrch_alkane,outcome,Tissue_Type4,Cell_Type,Gender,Organism,Tissue_Type2
0,2.078754336447891,1.3051654227822922,13.363596551749426,10.146222506372377,9.882142733160752,9.723362343553935,8.746526547611381,7.776119993650069,0.0,44.26136770864292,12.13273413692322,331.95703225600005,0.0,324.4360000000001,5.366112238903888,131.21803102882754,0.161620230732,332.50000000000006,2,4,6,0,0.0,0.0,0.0,24.26546827384644,20.433241268170725,0.0,8.679311361347091,0.0,0.0,0.0,0.0,3.462550915427899,9.238411438649534,0.0,0.0,0.0,3.3729686318972028,tox21-ar-bla-antagonist-p1,0,2,0,2,0,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
1,2.255720926040637,-0.1395448505044803,6.8533711511285205,4.755274007990405,4.198377302757662,2.7210070384606047,1.9970125628523645,1.2933889822742293,12.84164324585202,0.0,0.0,129.042593084,0.6,122.05899999999998,2.0459627217095737,51.86032846777834,0.3257100690640509,129.115,4,0,4,0,10.423315998847038,5.907179729351506,0.0,0.0,0.0,14.69560176298435,18.88348407499998,0.0,5.316788604006331,0.0,0.0,0.0,20.51587962962963,10.631111111111112,-1.1081018518518513,0.7689814814814815,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,0,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
2,2.1149662486262133,-0.1172991317344272,11.966255326250886,10.617461489248951,7.647065707741405,5.746835124580631,3.9799841011102113,2.496742986780536,0.0,0.0,38.11294267322769,256.134240972,0.4615384615384615,235.609,8.093124020833866,109.40033764008248,0.2407276902587141,256.777,3,1,4,0,10.633577208012662,5.907179729351506,0.0,25.122838405075456,6.041840829147961,4.794537184071822,33.23387405114585,0.0,10.633577208012662,5.687386274683562,6.923737199690624,0.0,11.796905706727134,6.077147345049131,0.0164351851851851,1.0297467876039303,0.0,tox21-ar-bla-antagonist-p1,0,0,1,1,1,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
3,2.061405488608972,-0.1461777194033527,5.112884175122364,4.144923705673916,3.393846850117352,2.5504768156519497,1.6775769616440317,1.0382881181567851,13.027703587438928,0.0,0.0,100.052429496,0.8,92.05299999999998,1.958669537588103,42.4682556614374,0.3052797764816462,100.117,2,0,2,0,4.736862953800049,0.0,0.0,0.0,6.606881964512918,9.53140013787187,19.26246486877803,0.0,0.0,0.0,0.0,0.0,10.240833333333336,0.0,-0.035879629629629,2.685092592592593,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,0,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
4,2.131711586783997,-0.1364687735587441,13.828062645816686,10.5502736444024,9.130228955335802,5.9393681768087685,4.177882043687281,2.9703175374938,11.3129633249809,19.24253167820076,24.26546827384644,258.089208928,0.2,244.16099999999997,5.521251054140666,110.16860140500565,0.3033023871209728,258.273,4,2,4,0,9.843390348640757,0.0,0.0,24.26546827384644,13.530619164203545,19.4324647167844,12.84164324585202,5.749511833283905,4.736862953800049,0.0,0.0,0.0,22.58546257817993,10.274545526556713,-0.432588078441252,-0.1479703640715544,1.5770791916016482,tox21-ar-bla-antagonist-p1,0,0,0,2,0,1,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
5,2.2930124061476107,0.0694552703937302,18.58505747976789,15.289285113591934,12.37991785310972,8.977253301300152,7.34548304157887,5.356870781817304,24.293599804124973,12.990104268152232,9.467009378641832,395.141197496,0.4736842105263157,372.6780000000001,7.127430918739034,161.92604841725225,0.3407232695865004,395.8620000000002,6,2,8,1,19.89032537748887,5.428790391900541,0.0,0.0,16.59031120676462,14.291479626587348,38.77279930352919,0.0,15.64548872675735,10.077801322358384,12.74095804073652,0.0,26.17420821759476,12.89600236934382,-1.7086110195787314,3.2986965912908373,0.0,tox21-ar-bla-antagonist-p1,0,2,1,1,2,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
6,2.447943483360939,-0.2746397036867901,10.171208396324303,6.569452578065314,5.947264862732147,3.619007827534568,2.821392928418944,1.8686199281408364,0.0,0.0,0.0,193.058637072,0.8333333333333334,182.067,3.561129020419548,73.35002348163076,0.2490087879799279,193.155,7,0,7,0,30.896640010325054,5.907179729351506,0.0,0.0,0.0,29.957509717234693,30.705892280328428,0.0,5.733667477162185,0.0,0.0,0.0,10.595917422524565,36.15040816326531,-1.0162037037037035,-8.16013888888889,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,0,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
7,1.8351103633680848,-1.9985006832199728,4.5,3.01095763486468,2.0,1.8516401995451035,1.133893419027682,0.0,0.0,0.0,0.0,116.98288528800002,0.0,113.456,2.2957775944305583,36.14765255313623,-0.1122734191427459,117.488,5,0,6,0,6.150546350318038,0.0,0.0,0.0,0.0,28.8791179677844,0.0,0.0,24.786524020149905,0.0,10.243140297952529,0.0,0.0,0.0,0.0,0.0,-4.944444444444445,tox21-ar-bla-antagonist-p1,0,0,0,0,1,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
8,2.226245185183142,-0.1472361080567062,13.637828201504696,10.961420286601644,7.654371643918694,5.308060412490447,4.877138960473073,1.8849241042728044,11.146209060138537,13.847474399381248,13.847474399381248,240.13615912,0.5384615384615384,220.13899999999995,6.228146456250281,102.28948499532164,0.3326250195234549,240.29899999999995,4,0,4,0,9.473725907600098,0.0,0.0,27.005345766578245,13.213763929025836,19.06280027574374,27.694948798762496,0.0,0.0,0.0,5.41499046939678,0.0,22.3844517930629,0.0,-0.8809207818930038,0.0,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,0,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
9,2.302647100119182,-0.1371367139004722,14.913849083443592,10.201284719448818,9.34155382074099,5.8534723891474645,4.26523472318219,2.971565051861733,5.687386274683562,7.04767198267719,0.0,303.038624248,0.1666666666666666,294.59900000000005,5.162909038431587,116.34735929055944,0.4159868878382712,303.6710000000001,4,2,8,0,5.316788604006331,0.0,5.559266895052007,17.667306958694127,23.1350676126772,13.17124514302446,6.176298517443475,5.687386274683562,10.87605549905834,18.858631417708025,0.0,5.820039065780632,11.957142384731672,6.31682744394054,0.0,-3.2238866055681537,1.5525279872177418,tox21-ar-bla-antagonist-p1,0,2,1,1,4,0,0,0,0,0,0,0.0,Normal,epithelial,F,Human,kidney
