,BCUT2D_CHGHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi1,Chi1v,Chi2v,Chi3v,EState_VSA3,EState_VSA6,EState_VSA7,ExactMolWt,FractionCSP3,HeavyAtomMolWt,Kappa2,LabuteASA,MaxPartialCharge,MolWt,NOCount,NumAromaticRings,NumHeteroatoms,NumSaturatedCarbocycles,PEOE_VSA1,PEOE_VSA12,PEOE_VSA13,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,SMR_VSA1,SMR_VSA5,SMR_VSA9,SlogP_VSA1,SlogP_VSA4,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState7,VSA_EState9,assay_name,fr_Ar_OH,fr_NH0,fr_aniline,fr_benzene,fr_halogen,fr_ketone,fr_nitro,fr_nitro_arom,fr_phenol,fr_phenol_noOrthoHbond,fr_unbrch_alkane,outcome
0,1.9244097161776657,0.1091067394025224,4.242640687119286,3.736675415210053,3.0,2.284457050376173,1.3623724356957945,0.8463526704200182,0.0,0.0,0.0,87.068413908,1.0,78.04999999999998,2.157216946676406,37.491653630605065,0.0591080722455809,87.122,2,0,2,0,10.05365155780638,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,0.0,5.316788604006331,0.0,0.0,0.0,3.1597222222222223,0.0,0.0,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,0,0,0,0,0,0,0,0.0
1,2.177022930782448,0.4032305812250187,3.698670612749268,3.399812122026584,2.431851652578137,2.0479807571046025,1.3635900917253427,0.857710728323662,6.103966387748303,0.0,0.0,72.057514876,1.0,64.04299999999999,0.9767560019818928,31.941791446997023,0.080689508472653,72.107,1,0,1,0,4.736862953800049,0.0,0.0,6.923737199690624,6.4208216229260096,12.71084835226122,4.736862953800049,19.44852521036493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8287037037037035,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,0,0,0,0,0,0,0,0.0
2,1.9225044660457864,-0.139241010211415,5.698670612749268,4.108674616310049,3.308060412490447,3.146313746497324,1.499386244649779,0.872271914526092,11.936971611574345,6.923737199690624,0.0,165.962941564,0.75,159.94599999999997,4.118067226890756,50.976692306211376,0.3160448795761919,167.00199999999998,2,0,3,0,4.736862953800049,0.0,0.0,15.929943897949348,6.923737199690624,6.606881964512918,9.53140013787187,6.923737199690624,0.0,0.0,0.0,2.9412037037037035,10.142708333333331,0.2925,-0.2060185185185181,0.0,0.0,tox21-ar-bla-antagonist-p1,0,0,0,0,1,0,0,0,0,0,0,0.0
3,2.205509801088607,-0.1394762992498313,19.484916895309063,16.15009704344631,13.20623856025737,9.63085586161926,6.608818138409594,4.684261987948953,18.09789254074358,0.0,60.6636706846161,361.2041791040001,0.3333333333333333,334.2690000000001,10.980619504973768,161.84584667715538,0.3490606280772238,361.48500000000007,3,2,3,0,4.736862953800049,0.0,0.0,93.7736099527754,23.465630652481394,6.606881964512918,9.53140013787187,39.53076089108528,6.069221312792274,0.0,17.249018913692154,0.0,12.753957467246158,9.74464908958686,-0.2075018371546132,4.245495291772244,0.0,tox21-ar-bla-antagonist-p1,0,1,0,2,0,0,0,0,0,0,0,0.0
4,2.523313393220289,-0.2844013864865095,94.69539030238364,69.86443203226591,63.0062308536238,42.50460450978121,33.15601686283338,23.720043545224733,6.4208216229260096,6.076020106833881,12.999757306524504,1875.5409318599984,0.3977272727272727,1781.9039999999989,40.81706655833776,758.5653173797723,0.3304406977992553,1877.6640000000004,42,7,44,0,167.49765381602387,65.58700312676638,0.0,79.3847687135219,131.50594570896098,29.865912521021407,162.38051216345747,199.18350367543192,80.12104498280085,71.95229107821308,0.0,14.71658560218948,138.2621345719266,190.0724552000416,-19.681309074088528,-22.22789088982249,0.0,tox21-ar-bla-antagonist-p1,4,0,0,7,2,0,0,0,4,4,2,0.0
5,2.179113052919463,-0.1477800656563175,16.98276318419594,13.390953928326963,10.896754605515328,7.104168050226856,5.312383963596547,3.185869173620308,5.647177220767728,0.0,13.847474399381248,360.1312808320001,0.5384615384615384,339.63400000000007,8.617626136402013,143.49368972253032,0.32275628263485,360.8020000000001,10,2,11,0,20.94106086192447,5.948339280986494,5.559266895052008,13.847474399381248,5.917906046161393,12.93420203927746,14.26826309167192,26.62013197602869,0.0,17.026601849376377,5.917906046161393,0.0,33.48268696545389,0.0,-0.45012593982825,1.4236444423448391,0.0,tox21-ar-bla-antagonist-p1,0,3,1,0,1,0,0,0,0,0,2,0.0
6,2.395400447025087,-0.0002579660584741,14.396976746569036,12.210939454690884,10.220346690612276,7.711752207016089,6.297121908368319,5.137845639023813,17.647133149992918,6.196843571613076,24.26546827384644,284.15247788,0.4705882352941176,264.199,4.8794396129327815,123.62994579451151,0.340085898751562,284.359,4,2,4,0,14.620751205597736,0.0,0.0,18.19910120538483,25.95568229699082,5.563451491696996,9.53140013787187,43.87093453774827,0.0,0.0,0.0,0.0,18.03603494792979,0.9429624380616448,-0.1931453136810277,6.253200274319502,2.194482762240699,tox21-ar-bla-antagonist-p1,0,1,0,1,0,0,0,0,0,0,0,0.0
7,2.140117176188521,-0.1659544723283523,33.9680445584345,25.908860603944632,20.577493818067943,16.542160480380367,11.545543242517889,5.882887728431912,79.60462131370124,0.0,0.0,656.3414774840002,0.8076923076923077,604.3840000000004,26.497672900791404,259.2688143813944,0.2614273231493729,656.8000000000006,17,0,18,0,16.367244685174846,29.535898646757527,10.118126859033554,6.4208216229260096,57.911329389320656,6.255769183511404,52.56499185271027,90.39441829772878,0.0,16.367244685174846,0.0,0.0,58.38062418884437,36.05658571792468,-2.051920810684871,6.551267750207581,-3.6666666666666665,tox21-ar-bla-antagonist-p1,0,3,0,0,0,0,0,0,0,0,8,0.0
8,2.280980772047674,0.1149234500785811,13.474691494688164,10.067471327511612,7.749506658309166,7.977672324889502,7.580971823536447,3.160792049839549,0.0,20.771211599071872,0.0,326.000828726,1.0,309.428,8.975028982423428,117.45883298664312,0.4744311754694115,327.572,4,0,8,0,0.0,0.0,0.0,0.0,20.771211599071872,35.95190949815593,18.13628977006678,36.90247520368905,0.0,0.0,0.0,17.099625010498023,0.0,-0.8822916666666669,0.0,0.0,-3.634328703703704,tox21-ar-bla-antagonist-p1,0,0,0,0,3,0,0,0,0,0,0,0.0
9,2.113966843756484,-0.1471180729742185,12.25071237662706,8.414752039686062,8.164703797946448,4.5476494842596775,3.0754914991489586,1.918225940851436,17.075242264380485,24.26546827384644,0.0,233.054889084,0.0,226.131,4.390487751737304,94.6589867593138,0.3942391873733467,233.18700000000004,8,2,8,0,10.423315998847038,5.824404497999927,0.0,12.13273413692322,17.34611923257809,0.0,14.69560176298435,0.0,11.387855989696924,5.316788604006331,0.0,0.0,21.31512518896448,23.889617215713447,-2.2901387576635583,0.0,0.0,tox21-ar-bla-antagonist-p1,0,3,1,1,0,0,0,0,0,0,0,0.0
